district,variety_id,available,supplier,availability_note
Rukungiri,NARO/2019/GNT/022,yes,FICA; Pearl seeds; Syova seeds; NASECO; Century Seeds,5 licensed seed company(ies) listed nationally
Sembabule,NARO/2019/GNT/022,yes,FICA; Pearl seeds; Syova seeds; NASECO; Century Seeds,5 licensed seed company(ies) listed nationally
Sironko,NARO/2019/GNT/022,yes,FICA; Pearl seeds; Syova seeds; NASECO; Century Seeds,5 licensed seed company(ies) listed nationally
Soroti,NARO/2019/GNT/022,yes,FICA; Pearl seeds; Syova seeds; NASECO; Century Seeds,5 licensed seed company(ies) listed nationally
Tororo,NARO/2019/GNT/022,yes,FICA; Pearl seeds; Syova seeds; NASECO; Century Seeds,5 licensed seed company(ies) listed nationally
Wakiso,NARO/2019/GNT/022,yes,FICA; Pearl seeds; Syova seeds; NASECO; Century Seeds,5 licensed seed company(ies) listed nationally
Yumbe,NARO/2019/GNT/022,yes,FICA; Pearl seeds; Syova seeds; NASECO; Century Seeds,5 licensed seed company(ies) listed nationally
Abim,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Adjumani,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Amolatar,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Amuria,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Amuru,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Apac,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Arua,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Budaka,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Bududa,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Bugiri,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Bukedea,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Bukwo,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Buliisa,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Bundibugyo,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Bushenyi,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Busia,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Butaleja,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Dokolo,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Gulu,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Hoima,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Ibanda,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Iganga,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Isingiro,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Jinja,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Kaabong,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Kabale,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Kabarole,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Kaberamaido,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Kalangala,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Kaliro,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Kampala,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Kamuli,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Kamwenge,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Kanungu,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Kapchorwa,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Kasese,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Katakwi,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Kayunga,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Kibaale,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Kiboga,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Kiruhura,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Kisoro,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Kitgum,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Koboko,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Kotido,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Kumi,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Kyenjojo,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Lira,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Luwero,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Lyantonde,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Manafwa,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Masaka,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Masindi,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Mayuge,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Mbale,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Mbarara,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Mityana,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Moroto,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Moyo,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Mpigi,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Mubende,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Mukono,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Nakapiripirit,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Nakaseke,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Nakasongola,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Namutumba,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Nebbi,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Ntungamo,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Nyadri,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Oyam,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Pader,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Pallisa,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Rakai,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Rukungiri,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Sembabule,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Sironko,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Soroti,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Tororo,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Wakiso,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Yumbe,NARO/2019/GNT/023,yes,FICA; NASECO; Syova; Century Seeds,4 licensed seed company(ies) listed nationally
Abim,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Adjumani,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Amolatar,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Amuria,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Amuru,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Apac,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Arua,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Budaka,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Bududa,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Bugiri,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Bukedea,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Bukwo,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Buliisa,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Bundibugyo,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Bushenyi,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Busia,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Butaleja,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Dokolo,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Gulu,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Hoima,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Ibanda,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Iganga,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Isingiro,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Jinja,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Kaabong,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Kabale,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Kabarole,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Kaberamaido,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Kalangala,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Kaliro,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Kampala,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Kamuli,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Kamwenge,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Kanungu,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Kapchorwa,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Kasese,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Katakwi,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Kayunga,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Kibaale,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Kiboga,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Kiruhura,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Kisoro,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Kitgum,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Koboko,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Kotido,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Kumi,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Kyenjojo,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Lira,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Luwero,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Lyantonde,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Manafwa,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Masaka,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Masindi,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Mayuge,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Mbale,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Mbarara,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Mityana,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Moroto,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Moyo,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Mpigi,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Mubende,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Mukono,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Nakapiripirit,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Nakaseke,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Nakasongola,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Namutumba,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Nebbi,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Ntungamo,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Nyadri,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Oyam,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Pader,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Pallisa,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Rakai,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Rukungiri,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Sembabule,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Sironko,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Soroti,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Tororo,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Wakiso,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Yumbe,NARO/2019/MAZ/041,yes,Advanta Seed International,1 licensed seed company(ies) listed nationally
Abim,NARO/2019/MAZ/042,yes,FICA; Equator Seeds; Pearl Seeds; Okeba Seeds,4 licensed seed company(ies) listed nationally
Adjumani,NARO/2019/MAZ/042,yes,FICA; Equator Seeds; Pearl Seeds; Okeba Seeds,4 licensed seed company(ies) listed nationally
Amolatar,NARO/2019/MAZ/042,yes,FICA; Equator Seeds; Pearl Seeds; Okeba Seeds,4 licensed seed company(ies) listed nationally
Amuria,NARO/2019/MAZ/042,yes,FICA; Equator Seeds; Pearl Seeds; Okeba Seeds,4 licensed seed company(ies) listed nationally
Amuru,NARO/2019/MAZ/042,yes,FICA; Equator Seeds; Pearl Seeds; Okeba Seeds,4 licensed seed company(ies) listed nationally
Apac,NARO/2019/MAZ/042,yes,FICA; Equator Seeds; Pearl Seeds; Okeba Seeds,4 licensed seed company(ies) listed nationally
Arua,NARO/2019/MAZ/042,yes,FICA; Equator Seeds; Pearl Seeds; Okeba Seeds,4 licensed seed company(ies) listed nationally
Budaka,NARO/2019/MAZ/042,yes,FICA; Equator Seeds; Pearl Seeds; Okeba Seeds,4 licensed seed company(ies) listed nationally
Bududa,NARO/2019/MAZ/042,yes,FICA; Equator Seeds; Pearl Seeds; Okeba Seeds,4 licensed seed company(ies) listed nationally
Bugiri,NARO/2019/MAZ/042,yes,FICA; Equator Seeds; Pearl Seeds; Okeba Seeds,4 licensed seed company(ies) listed nationally
Bukedea,NARO/2019/MAZ/042,yes,FICA; Equator Seeds; Pearl Seeds; Okeba Seeds,4 licensed seed company(ies) listed nationally
Bukwo,NARO/2019/MAZ/042,yes,FICA; Equator Seeds; Pearl Seeds; Okeba Seeds,4 licensed seed company(ies) listed nationally
